Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct,Status
1789434360,204879086,30,0,0,0,0.00,0.75,OK
1789434361,204883993,42,0,0,0,0.00,0.76,OK
1789434362,204880776,36,0,0,0,0.00,1.00,OK
1789434363,204885579,19,0,0,0,0.00,0.00,OK
1789434364,204896684,47,0,0,0,0.00,1.26,OK
1789434365,204895810,32,0,0,0,0.00,0.75,OK
1789434366,204876342,55,0,0,0,0.00,1.01,OK
1789434367,204893228,71,0,0,0,0.00,1.51,OK
1789434368,204893708,39,0,0,0,0.00,0.25,OK
1789434369,204895282,38,1,2,0,0.00,1.75,OK
1789434370,204879096,36,0,0,0,0.00,0.00,OK
1789434371,204883378,44,2,2,0,0.00,0.76,OK
1789434372,204880785,37,1,0,0,0.00,1.25,OK
1789434373,204896213,42,0,1,0,0.00,0.51,OK
1789434374,204893152,44,1,1,0,0.00,0.51,OK
1789434375,204895715,26,0,0,0,0.00,0.50,OK
1789434376,204894841,44,0,0,0,0.00,1.26,OK
1789434377,204884384,40,0,0,0,0.00,0.25,OK
1789434378,204879239,31,1,1,0,0.00,1.00,OK
1789434379,204888782,31,1,1,0,0.00,1.00,OK
1789434380,204876345,35,0,0,0,0.00,0.25,OK
1789434381,204883023,38,0,0,0,0.00,1.50,OK
1789434382,204884077,36,0,0,0,0.00,0.76,OK
1789434383,204884921,43,0,0,0,0.00,0.51,OK
1789434384,204883839,42,0,0,0,0.00,0.51,OK
1789434385,204896559,47,0,0,0,0.00,1.26,OK
1789434386,204892456,50,0,0,0,0.00,1.26,OK
1789434387,204892519,36,0,0,0,0.00,0.50,OK
1789434388,204896281,44,0,0,0,0.00,1.25,OK
1789434389,204898271,58,0,0,0,0.00,1.01,OK
1789434390,204895054,38,1,2,0,0.00,0.75,OK
1789434391,204896940,37,0,0,0,0.00,0.50,OK
1789434392,204895389,33,0,0,0,0.00,0.50,OK
1789434393,204893942,43,0,0,0,0.00,0.76,OK
1789434394,204896922,58,0,0,0,0.00,1.01,OK
1789434395,204893757,35,0,0,0,0.00,1.25,OK
1789434396,204898143,37,0,0,0,0.00,0.51,OK
1789434397,204893259,42,0,0,0,0.00,0.75,OK
1789434398,204894676,40,0,1,0,0.00,0.76,OK
1789434399,204891042,31,0,0,0,0.00,1.00,OK
1789434400,204892304,37,0,0,0,0.00,0.75,OK
1789434401,204897315,34,0,0,0,0.00,1.00,OK
1789434402,204894254,52,0,0,0,0.00,1.26,OK
1789434403,204897182,52,0,0,0,0.00,0.76,OK
1789434404,204894172,52,0,0,0,0.00,1.75,OK
1789434405,204896996,43,0,0,0,0.00,0.25,OK
1789434406,204894247,46,0,0,0,0.00,1.01,OK
1789434407,204873426,44,1,1,0,0.00,0.76,OK
1789434408,204912031,43,0,0,0,0.00,1.25,OK
1789434409,204892824,37,1,1,0,0.00,0.75,OK
1789434410,204892783,35,0,0,0,0.00,0.75,OK
1789434411,204894826,26,1,1,0,0.00,0.50,OK
1789434412,204881504,54,0,0,0,0.00,1.01,OK
1789434413,204885109,29,0,0,0,0.00,0.50,OK
1789434414,204879391,49,0,0,0,0.00,1.25,OK
1789434415,204882893,35,1,1,0,0.00,0.76,OK
1789434416,204891342,26,0,2,0,0.00,0.25,OK
1789434417,204893280,34,1,1,0,0.00,1.01,OK
1789434418,204899542,39,1,1,0,0.00,1.25,OK
1789434419,204894918,47,0,1,0,0.00,1.01,OK
1789434420,204893783,28,0,0,0,0.00,0.75,OK
1789434421,204898014,35,0,0,0,0.00,0.50,OK
1789434422,204893650,29,0,0,0,0.00,0.25,OK
1789434423,204909495,11,0,0,0,0.00,0.25,OK
1789434424,204893517,54,1,1,0,0.00,1.26,OK
1789434425,204897695,42,0,0,0,0.00,1.01,OK
1789434426,204923748,59,2,2,0,0.00,1.01,OK
1789434427,204890479,73,1,1,0,0.00,1.76,OK
1789434428,204929657,46,2,2,0,0.00,1.26,OK
1789434429,204898523,46,0,0,0,0.00,1.25,OK
1789434430,204890722,38,0,0,0,0.00,0.76,OK
1789434431,204897764,34,0,0,0,0.00,0.50,OK
1789434432,204895693,37,0,1,0,0.00,0.50,OK
1789434433,204892735,45,0,0,0,0.00,1.00,OK
1789434434,204895768,37,1,0,0,0.00,0.75,OK
1789434435,204895467,40,0,0,0,0.00,0.50,OK
1789434436,204899176,43,0,0,0,0.00,0.76,OK
1789434437,204894136,31,0,0,0,0.00,0.50,OK
1789434438,204880554,50,0,0,0,0.00,1.01,OK
1789434439,204880044,43,0,0,0,0.00,0.25,OK
1789434440,204882348,50,0,0,0,0.00,1.26,OK
1789434441,204885328,38,0,0,0,0.00,0.50,OK
1789434442,204878412,45,0,0,0,0.00,1.25,OK
1789434443,204881497,41,0,0,0,0.00,0.25,OK
1789434444,204880310,57,0,0,0,0.00,1.26,OK
1789434445,204922353,46,0,0,0,0.00,0.76,OK
1789434446,204877469,42,0,0,0,0.00,1.01,OK
1789434447,204883887,43,0,0,0,0.00,0.50,OK
1789434448,204885461,51,0,0,0,0.00,0.76,OK
1789434449,204929431,38,0,0,0,0.00,0.75,OK
1789434450,204884651,36,0,0,0,0.00,1.25,OK
1789434451,204884246,34,0,0,0,0.00,0.50,OK
1789434452,204875611,36,0,0,0,0.00,0.75,OK
1789434453,204905883,44,0,0,0,0.00,1.25,OK
1789434454,204883916,35,1,0,0,0.00,0.25,OK
1789434455,204880594,41,0,0,0,0.00,0.76,OK
1789434456,204881439,48,0,0,0,0.00,0.51,OK
1789434457,204887388,47,0,0,0,0.00,0.76,OK
1789434458,204895993,59,0,0,0,0.00,1.26,OK
1789434459,204894078,40,0,0,0,0.00,0.51,OK
1789434460,204895079,43,0,1,0,0.00,1.01,OK
1789434461,204895091,40,0,0,0,0.00,0.75,OK
1789434462,204884165,40,1,1,0,0.00,1.01,OK
1789434463,204874958,51,1,1,0,0.00,0.51,OK
1789434464,204895803,43,0,0,0,0.00,0.76,OK
1789434465,204939772,38,0,0,0,0.00,0.50,OK
1789434466,204939419,41,0,0,0,0.00,1.25,OK
1789434467,204895004,34,0,0,0,0.00,0.50,OK
1789434468,204895328,43,1,0,0,0.00,1.25,OK
1789434469,204892475,34,0,0,0,0.00,0.75,OK
1789434470,204888060,37,0,0,0,0.00,1.25,OK
1789434471,204894946,36,0,0,0,0.00,1.00,OK
1789434472,204875687,42,0,0,0,0.00,1.25,OK
1789434473,204884397,51,0,1,0,0.00,0.76,OK
1789434474,204875398,45,1,1,0,0.00,0.25,OK
1789434475,204878691,44,0,0,0,0.00,0.76,OK
1789434476,204890056,49,0,0,0,0.00,1.50,OK
1789434477,204899183,36,0,0,0,0.00,1.00,OK
1789434478,204880965,31,0,0,0,0.00,0.50,OK
1789434479,204886654,48,0,0,0,0.00,1.75,OK
1789434480,204899999,38,1,1,0,0.00,1.50,OK
1789434481,204920115,31,0,0,0,0.00,1.00,OK
1789434482,204884189,25,0,0,0,0.00,0.25,OK
1789434483,204887013,18,0,0,0,0.00,0.25,OK
1789434484,204890462,34,0,0,0,0.00,1.00,OK
1789434485,204894120,27,0,0,0,0.00,0.25,OK
1789434486,204890433,57,0,1,0,0.00,0.51,OK
1789434487,204897684,63,1,1,0,0.00,1.26,OK
1789434488,204890404,29,0,0,0,0.00,0.75,OK
1789434489,204896614,51,1,0,0,0.00,1.26,OK
1789434490,204894282,25,1,1,0,0.00,0.50,OK
1789434491,204899294,74,1,1,0,0.00,1.51,OK
1789434492,204888732,54,0,0,0,0.00,0.51,OK
1789434493,204883223,39,0,0,0,0.00,1.00,OK
1789434494,204881672,21,0,0,0,0.00,0.50,OK
1789434495,204885278,29,0,0,0,0.00,0.50,OK
1789434496,204893831,44,0,0,0,0.00,1.76,OK
1789434497,204889780,35,0,0,0,0.00,0.50,OK
1789434498,204932396,34,0,0,0,0.00,1.25,OK
1789434499,204894387,52,1,1,0,0.00,0.76,OK
1789434500,204892836,45,0,0,0,0.00,0.25,OK
1789434501,204895400,29,0,0,0,0.00,0.50,OK
1789434502,204896557,50,0,0,0,0.00,0.76,OK
1789434503,204886257,43,0,0,0,0.00,0.75,OK
1789434504,204888195,39,0,0,0,0.00,0.76,OK
1789434505,204888051,46,1,1,0,0.00,1.01,OK
1789434506,204893219,30,0,0,0,0.00,0.25,OK
1789434507,204888491,19,0,0,0,0.00,1.00,OK
1789434508,204890846,51,0,0,0,0.00,0.51,OK
1789434509,204899504,47,1,1,0,0.00,1.26,OK
1789434510,204895713,21,0,0,0,0.00,0.25,OK
1789434511,204876298,48,0,0,0,0.00,1.26,OK
1789434512,204878966,38,0,0,0,0.00,1.00,OK
1789434513,204886269,51,0,0,0,0.00,1.26,OK
1789434514,204879718,38,0,0,0,0.00,1.00,OK
1789434515,204881241,36,0,0,0,0.00,0.25,OK
1789434516,204923752,39,0,0,0,0.00,0.75,OK
1789434517,204893816,39,0,0,0,0.00,0.51,OK
1789434518,204896380,45,1,1,0,0.00,1.01,OK
1789434519,204897746,18,0,0,0,0.00,0.50,OK
1789434520,204918799,53,0,0,0,0.00,1.01,OK
1789434521,204889227,50,1,1,0,0.00,0.51,OK
1789434522,204893770,40,0,0,0,0.00,0.76,OK
1789434523,204881543,51,0,1,0,0.00,1.50,OK
1789434524,204885461,50,0,0,0,0.00,0.51,OK
1789434525,204885733,42,0,0,0,0.00,1.50,OK
1789434526,204885224,48,0,0,0,0.00,0.76,OK
1789434527,204885339,44,0,0,0,0.00,0.51,OK
1789434528,204880716,40,1,1,0,0.00,0.75,OK
1789434529,204887915,45,1,1,0,0.00,0.76,OK
1789434530,204895322,38,0,0,0,0.00,0.00,OK
1789434531,204893772,35,0,0,0,0.00,0.75,OK
1789434532,204897533,45,0,0,0,0.00,0.25,OK
1789434533,204880358,53,0,0,0,0.00,1.26,OK
1789434534,204880994,36,0,0,0,0.00,0.25,OK
1789434535,204889392,30,1,1,0,0.00,0.25,OK
1789434536,204882528,45,0,0,0,0.00,1.01,OK
1789434537,204885873,31,0,0,0,0.00,0.75,OK
1789434538,204882968,38,0,0,0,0.00,0.25,OK
1789434539,204967564,32,0,0,0,0.00,1.00,OK
1789434540,204896325,44,1,1,0,0.00,0.76,OK
1789434541,204898264,34,0,0,0,0.00,0.50,OK
1789434542,204884630,26,0,1,0,0.00,1.25,OK
1789434543,204915996,15,0,0,0,0.00,0.75,OK
1789434544,204877466,39,0,0,0,0.00,0.51,OK
1789434545,204885499,34,0,0,0,0.00,1.00,OK
1789434546,204879990,67,0,0,0,0.00,0.76,OK
1789434547,204879324,57,0,1,0,0.00,1.50,OK
1789434548,204908867,46,0,0,0,0.00,0.76,OK
1789434549,204894608,46,0,0,0,0.00,1.01,OK
1789434550,204894984,34,0,0,0,0.00,0.51,OK
1789434551,204923850,39,0,0,0,0.00,0.75,OK
1789434552,204880998,49,0,0,0,0.00,1.50,OK
1789434553,204882989,35,1,1,0,0.00,0.76,OK
1789434554,204884823,25,0,0,0,0.00,0.50,OK
1789434555,204876397,43,0,0,0,0.00,0.76,OK
1789434556,204884065,32,0,0,0,0.00,1.01,OK
1789434557,204885379,30,0,0,0,0.00,1.26,OK
1789434558,204885131,38,1,2,0,0.00,0.75,OK
1789434559,204894986,59,0,0,0,0.00,0.76,OK
1789434560,204933904,40,0,0,0,0.00,0.76,OK
1789434561,204883864,35,0,0,0,0.00,0.75,OK
1789434562,204878980,30,0,0,0,0.00,1.00,OK
1789434563,204884877,37,1,1,0,0.00,1.26,OK
1789434564,204880253,47,1,0,0,0.00,0.76,OK
1789434565,204880838,43,0,0,0,0.00,1.25,OK
1789434566,204880954,40,0,0,0,0.00,1.01,OK
1789434567,204880497,43,0,0,0,0.00,0.51,OK
1789434568,204881499,40,0,0,0,0.00,1.01,OK
1789434569,204883437,46,0,0,0,0.00,1.75,OK
1789434570,204880220,34,0,0,0,0.00,0.25,OK
1789434571,204885336,37,0,0,0,0.00,1.00,OK
1789434572,204880817,31,0,0,0,0.00,0.75,OK
1789434573,204882651,40,0,0,0,0.00,1.00,OK
1789434574,204881205,51,0,0,0,0.00,1.01,OK
1789434575,204882154,44,0,1,0,0.00,0.51,OK
1789434576,204882374,32,0,0,0,0.00,1.00,OK
1789434577,204886448,51,0,0,0,0.00,0.76,OK
1789434578,204879585,43,1,1,0,0.00,1.25,OK
1789434579,204881889,37,0,0,0,0.00,0.75,OK
1789434580,204884348,51,0,0,0,0.00,0.51,OK
1789434581,204882485,37,0,0,0,0.00,0.76,OK
1789434582,204928278,21,0,0,0,0.00,0.00,OK
1789434583,204882457,38,0,0,0,0.00,1.00,OK
1789434584,204881792,47,2,2,0,0.00,0.76,OK
1789434585,204885762,34,0,0,0,0.00,0.75,OK
1789434586,204921398,35,0,0,0,0.00,0.51,OK
1789434587,204896514,25,0,0,0,0.00,0.25,OK
1789434588,204892776,54,0,0,0,0.00,1.01,OK
1789434589,204884611,51,0,1,0,0.00,0.76,OK
1789434590,204883425,51,0,0,0,0.00,1.26,OK
1789434591,204882968,32,0,0,0,0.00,0.75,OK
1789434592,204883553,40,0,0,0,0.00,1.00,OK
1789434593,204904450,42,0,0,0,0.00,0.00,OK
1789434594,204888264,53,0,0,0,0.00,1.26,OK
1789434595,204881661,42,1,1,0,0.00,1.50,OK
1789434596,204881256,47,2,2,0,0.00,0.76,OK
1789434597,204896216,41,0,0,0,0.00,1.01,OK
1789434598,204893884,38,0,0,0,0.00,0.76,OK
1789434599,204897386,43,0,0,0,0.00,0.76,OK
1789434600,204898752,47,1,1,0,0.00,0.76,OK
1789434601,204899493,33,0,1,0,0.00,0.50,OK
1789434602,204892994,31,0,0,0,0.00,1.00,OK
1789434603,204896756,31,0,0,0,0.00,0.50,OK
1789434604,204880622,47,1,1,0,0.00,1.26,OK
1789434605,204888394,29,0,0,0,0.00,0.50,OK
1789434606,204896531,73,0,0,0,0.00,1.01,OK
1789434607,204918366,95,0,0,0,0.00,2.27,OK
1789434608,204881450,40,1,2,0,0.00,0.76,OK
1789434609,204875577,32,1,1,0,0.00,0.50,OK
1789434610,204882776,34,0,0,0,0.00,0.25,OK
1789434611,204888569,45,0,0,0,0.00,0.51,OK
1789434612,204886029,51,0,0,0,0.00,0.76,OK
1789434613,204883281,52,1,1,0,0.00,1.26,OK
1789434614,204879647,48,0,0,0,0.00,0.76,OK
1789434615,204881221,30,0,0,0,0.00,0.25,OK
1789434616,204891597,43,0,0,0,0.00,1.76,OK
1789434617,204917026,43,0,0,0,0.00,0.25,OK
1789434618,204880996,43,0,0,0,0.00,0.76,OK
1789434619,204880852,41,2,2,0,0.00,1.01,OK
1789434620,204886332,46,1,1,0,0.00,0.51,OK
1789434621,204894573,40,0,0,0,0.00,0.51,OK
1789434622,204898335,31,0,0,0,0.00,0.25,OK
1789434623,204938608,48,0,0,0,0.00,1.26,OK
1789434624,204896536,36,0,0,0,0.00,0.76,OK
1789434625,204895298,45,0,0,0,0.00,0.51,OK
1789434626,204896664,45,0,0,0,0.00,1.75,OK
1789434627,204895478,37,0,0,0,0.00,0.25,OK
1789434628,204898615,45,0,0,0,0.00,0.76,OK
1789434629,204879616,54,1,1,0,0.00,1.26,OK
1789434630,204877545,32,0,0,0,0.00,1.25,OK
1789434631,204895734,44,0,0,0,0.00,0.25,OK
1789434632,204893038,31,0,0,0,0.00,0.50,OK
1789434633,204894976,50,0,0,0,0.00,1.01,OK
1789434634,204926915,28,0,0,0,0.00,1.25,OK
1789434635,204882292,49,0,0,0,0.00,1.25,OK
1789434636,204882252,54,0,0,0,0.00,0.76,OK
1789434637,204879347,48,1,1,0,0.00,0.51,OK
1789434638,204884619,40,0,0,0,0.00,1.25,OK
1789434639,204884683,47,0,0,0,0.00,1.75,OK
1789434640,204885008,51,0,0,0,0.00,0.25,OK
1789434641,204884967,41,1,1,0,0.00,1.25,OK
1789434642,204884875,33,0,0,0,0.00,0.50,OK
1789434643,204890668,42,0,0,0,0.00,0.76,OK
1789434644,204895316,34,0,0,0,0.00,0.75,OK
1789434645,204895328,65,0,0,0,0.00,1.51,OK
1789434646,204890600,34,0,1,0,0.00,1.00,OK
1789434647,204891497,34,0,0,0,0.00,0.50,OK
1789434648,204892915,41,0,0,0,0.00,0.76,OK
1789434649,204894281,46,0,0,0,0.00,1.01,OK
1789434650,204892835,33,0,0,0,0.00,0.25,OK
1789434651,204936076,31,0,0,0,0.00,0.25,OK
1789434652,204896765,35,0,0,0,0.00,1.25,OK
1789434653,204889173,53,0,0,0,0.00,0.76,OK
1789434654,204893612,34,0,0,0,0.00,0.25,OK
1789434655,204884978,27,0,0,0,0.00,0.25,OK
1789434656,204887542,39,0,0,0,0.00,0.76,OK
1789434657,204896200,42,0,0,0,0.00,0.75,OK
1789434658,204897982,39,0,0,0,0.00,1.50,OK
1789434659,204885807,39,0,0,0,0.00,0.25,OK
1789434660,204887642,56,0,0,0,0.00,1.50,OK
1789434661,204886977,39,0,0,0,0.00,0.76,OK
1789434662,204930322,36,0,0,0,0.00,0.75,OK
1789434663,204895178,21,0,0,0,0.00,0.75,OK
1789434664,204896492,53,0,0,0,0.00,0.76,OK
1789434665,204895670,37,1,0,0,0.00,1.00,OK
1789434666,204890422,59,0,0,0,0.00,1.01,OK
1789434667,204895173,58,0,1,0,0.00,1.01,OK
1789434668,204895914,38,1,1,0,0.00,0.75,OK
1789434669,204880353,42,0,0,0,0.00,0.25,OK
1789434670,204876303,33,0,0,0,0.00,0.25,OK
1789434671,204880794,35,0,0,0,0.00,1.00,OK
1789434672,204880493,40,0,0,0,0.00,1.00,OK
1789434673,204879880,55,0,1,0,0.00,0.76,OK
1789434674,204885309,37,0,0,0,0.00,1.00,OK
1789434675,204885529,34,1,1,0,0.00,0.50,OK
1789434676,204881687,32,0,0,0,0.00,0.75,OK
1789434677,204883886,39,1,1,0,0.00,1.00,OK
1789434678,204880669,38,0,0,0,0.00,0.00,OK
1789434679,204882244,29,0,0,0,0.00,0.25,OK
1789434680,204880328,28,1,1,0,0.00,1.00,OK
1789434681,204880184,44,0,0,0,0.00,0.51,OK
1789434682,204887748,42,0,0,0,0.00,0.76,OK
1789434683,204921250,26,0,0,0,0.00,0.75,OK
1789434684,204924282,38,1,1,0,0.00,1.01,OK
1789434685,204883357,49,0,0,0,0.00,0.76,OK
1789434686,204884463,44,0,0,0,0.00,1.01,OK
1789434687,204893849,53,1,1,0,0.00,0.25,OK
1789434688,204898549,69,0,0,0,0.00,2.01,OK
1789434689,204897623,40,0,0,0,0.00,0.75,OK
1789434690,204909094,36,0,0,0,0.00,0.25,OK
1789434691,204922804,46,0,0,0,0.00,0.51,OK
1789434692,204880107,38,1,1,0,0.00,0.25,OK
1789434693,204882880,42,0,0,0,0.00,0.51,OK
1789434694,204895548,38,1,0,0,0.00,0.76,OK
1789434695,204893945,39,0,0,0,0.00,1.01,OK
1789434696,204893801,33,1,1,0,0.00,1.00,OK
1789434697,204891000,44,0,0,0,0.00,1.01,OK
1789434698,204880179,44,0,0,0,0.00,0.51,OK
1789434699,204884774,40,0,0,0,0.00,0.75,OK
1789434700,204881453,41,0,0,0,0.00,0.75,OK
1789434701,204881986,24,1,1,0,0.00,0.50,OK
1789434702,204886060,43,0,0,0,0.00,1.01,OK
1789434703,204891645,50,0,0,0,0.00,0.51,OK
1789434704,204894105,32,0,0,0,0.00,0.50,OK
1789434705,204893752,28,0,0,0,0.00,0.25,OK
1789434706,204898035,31,1,1,0,0.00,0.75,OK
1789434707,204895078,40,0,0,0,0.00,1.01,OK
1789434708,204930507,39,0,0,0,0.00,0.50,OK
1789434709,204895363,45,1,1,0,0.00,0.76,OK
1789434710,204935114,35,0,0,0,0.00,0.25,OK
1789434711,204885387,16,0,0,0,0.00,0.50,OK
1789434712,204923888,40,0,0,0,0.00,0.76,OK
1789434713,204885359,37,0,0,0,0.00,0.75,OK
1789434714,204883079,40,0,0,0,0.00,1.01,OK
1789434715,204882570,42,0,0,0,0.00,0.25,OK
1789434716,204898051,31,0,0,0,0.00,0.25,OK
1789434717,204880875,53,2,2,0,0.00,1.51,OK
1789434718,204885992,41,0,0,0,0.00,0.76,OK
1789434719,204883868,36,0,0,0,0.00,0.50,OK
1789434720,204884088,37,0,0,0,0.00,0.75,OK
1789434721,204884361,49,0,1,0,0.00,1.26,OK
1789434722,204881821,33,0,0,0,0.00,0.75,OK
1789434723,204880166,19,1,1,0,0.00,0.50,OK
1789434724,204881064,38,0,0,0,0.00,1.00,OK
1789434725,204875034,37,0,0,0,0.00,0.51,OK
1789434726,204884733,46,2,2,0,0.00,0.51,OK
1789434727,204882975,64,0,0,0,0.00,1.01,OK
1789434728,204887153,35,0,0,0,0.00,0.00,OK
1789434729,204894926,42,0,0,0,0.00,1.01,OK
1789434730,204893479,31,0,0,0,0.00,0.50,OK
1789434731,204886616,30,0,0,0,0.00,0.50,OK
1789434732,204888243,32,2,2,0,0.00,0.50,OK
1789434733,204891692,45,0,0,0,0.00,0.25,OK
1789434734,204885090,26,0,0,0,0.00,0.50,OK
1789434735,204885571,74,0,0,0,0.00,1.51,OK
1789434736,204930635,40,0,0,0,0.00,0.76,OK
1789434737,204885126,30,0,0,0,0.00,0.00,OK
1789434738,204884617,46,0,0,0,0.00,1.01,OK
1789434739,204882181,32,0,0,0,0.00,0.50,OK
1789434740,204884745,36,0,0,0,0.00,1.00,OK
1789434741,204890330,43,0,0,0,0.00,0.50,OK
1789434742,204889353,45,0,0,0,0.00,0.51,OK
