Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct,Status
1789419843,204895325,25,0,0,0,0.00,0.75,OK
1789419844,204881718,54,0,0,0,0.00,1.01,OK
1789419845,204887850,30,0,0,0,0.00,0.50,OK
1789419846,204924970,64,0,0,0,0.00,2.24,OK
1789419847,204893496,77,0,0,0,0.00,1.26,OK
1789419848,204895614,73,1,1,0,0.00,1.26,OK
1789419849,204929033,51,0,0,0,0.00,1.52,OK
1789419850,204892294,57,0,0,0,0.00,1.26,OK
1789419851,204894305,44,2,2,0,0.00,0.76,OK
1789419852,204883554,56,0,0,0,0.00,1.75,OK
1789419853,204890563,52,0,0,0,0.00,1.25,OK
1789419854,204892153,55,0,0,0,0.00,1.01,OK
1789419855,204892024,47,1,1,0,0.00,1.50,OK
1789419856,204892467,64,1,1,0,0.00,1.51,OK
1789419857,204892179,50,0,0,0,0.00,1.01,OK
1789419858,204880224,45,3,2,0,0.00,1.01,OK
1789419859,204882747,44,0,1,0,0.00,1.01,OK
1789419860,204889643,46,0,0,0,0.00,1.25,OK
1789419861,204894976,44,0,0,0,0.00,0.51,OK
1789419862,204893433,39,1,1,0,0.00,1.25,OK
1789419863,204894754,39,1,1,0,0.00,0.50,OK
1789419864,204876334,37,0,0,0,0.00,0.76,OK
1789419865,204880100,43,0,0,0,0.00,1.25,OK
1789419866,204884230,46,0,0,0,0.00,0.25,OK
1789419867,204883202,43,0,0,0,0.00,0.25,OK
1789419868,204880195,31,0,0,0,0.00,1.25,OK
1789419869,204882290,39,0,1,0,0.00,0.75,OK
1789419870,204880895,47,0,0,0,0.00,0.76,OK
1789419871,204892520,40,0,0,0,0.00,1.01,OK
1789419872,204879716,54,0,0,0,0.00,1.50,OK
1789419873,204884620,42,0,0,0,0.00,0.76,OK
1789419874,204875981,45,0,0,0,0.00,1.01,OK
1789419875,204877341,52,0,0,0,0.00,1.26,OK
1789419876,204889585,44,0,0,0,0.00,0.76,OK
1789419877,204886516,52,1,1,0,0.00,1.26,OK
1789419878,204883393,53,0,0,0,0.00,1.50,OK
1789419879,204879853,40,0,0,0,0.00,0.51,OK
1789419880,204880270,52,2,1,0,0.00,1.51,OK
1789419881,204919853,40,0,1,0,0.00,1.00,OK
1789419882,204885268,32,0,0,0,0.00,0.25,OK
